Open,High,Low,Close,Volume
39469.3,40898.0,38768.52,40013.65,6663.970452
40028.89,40643.15,39114.97,40035.89,3481.872251
40033.89,42338.09,38318.36,42230.35,4310.914026
42225.61,42471.61,41066.1,41481.71,2153.959358
41493.12,42600.0,39432.0,39856.79,2450.14526
39866.51,40457.08,38688.88,39150.89,2260.514767
39159.43,39785.98,37654.48,38202.95,2590.179306
38209.9,39965.9,37500.0,39734.78,2290.327755
39725.68,41374.07,37300.0,40882.95,3377.412442
40883.36,43399.99,39879.65,42874.98,3210.788191
42874.98,44754.94,42442.55,44600.86,3261.024914
44608.28,45360.2,43288.55,43835.04,2989.068905
43828.73,46499.99,42817.95,46267.01,3649.601154
46269.61,46735.29,44619.89,45598.01,2279.479893
45603.14,46787.68,45341.0,45532.33,2176.991137
45543.49,46230.98,43762.79,44433.43,2562.025665
44437.8,47893.76,44241.49,47831.83,2132.62233
47824.57,48200.0,46024.66,47092.92,2150.211364
47110.63,47404.12,45516.45,47003.87,1826.298057
47013.5,48076.27,45660.83,45876.97,2167.450528
45906.48,47171.98,44386.35,44648.84,2288.389963
44701.83,46031.82,44220.44,44717.35,2282.195001
44731.72,47059.76,43943.44,46753.72,2377.183358
46758.32,49406.05,46640.73,49326.64,2518.777422
49347.44,49808.89,48251.0,48858.83,1708.863497
48864.06,49516.11,47972.28,49276.5,1119.395483
49276.5,50546.27,49040.94,49545.26,2109.418562
49508.47,49888.62,47600.0,47700.91,2248.857081
47688.01,49280.07,47128.89,48991.76,1868.964933
48984.49,49357.2,46236.72,46863.0,1872.83558
46855.79,49551.39,46344.05,49071.5,2115.202637
49090.48,49312.17,48380.0,48920.68,709.60507
48927.61,49664.49,47788.88,48792.95,1181.513039
48805.61,48901.12,46852.74,46995.47,1521.97002
46996.65,48260.39,46581.26,47121.64,1775.38109
47102.56,49121.5,46531.41,48843.62,1818.59385
48838.81,50402.5,48543.82,49267.13,2090.178742
49262.78,51045.17,48343.37,50015.65,2322.353184
50016.62,50550.0,49387.75,49938.29,1032.21495
49943.8,51950.0,49472.92,51786.64,1060.282124
51792.48,52800.0,51018.18,52707.76,1468.894854
52696.91,52942.42,42913.0,46870.91,5411.566891
46877.47,47372.48,44425.56,46047.92,2735.46603
46044.16,47399.99,45513.02,46395.19,1672.47953
46379.6,47031.04,44126.04,44864.41,2935.39666
44846.07,45983.01,44732.8,45174.46,899.74221
45178.97,46485.87,44750.0,46051.09,962.05905
46036.05,46900.0,43390.57,44936.64,2557.22891
44952.9,47257.42,44652.43,47131.49,1448.23167
47144.37,48464.21,46709.52,48150.0,1283.35576
48148.56,48514.71,47031.81,47756.59,1123.77024
47756.14,48177.84,46754.52,47293.72,1199.73727
47293.72,48930.0,47050.0,48291.38,927.81267
48312.6,48375.96,46850.01,47254.55,766.78784
47253.2,47353.82,42485.3,42982.67,3459.452573
43026.33,43629.88,39603.22,40692.59,3757.040371
40717.96,44024.21,40539.26,43563.31,2357.12945
43552.58,44995.6,43089.91,44882.61,1849.54939
44893.36,45144.23,40700.0,42829.7,3784.97293
42849.24,42986.45,41623.57,42699.79,944.44035
42706.43,43953.96,40758.14,43207.18,1701.25636
43192.61,44367.62,42118.51,42171.38,1448.52434
42161.79,42778.07,40851.47,41039.2,2764.7998
41032.33,42588.0,40761.01,41526.74,1266.24308
41533.27,44123.55,41402.28,43809.47,1572.68135
43822.89,48486.08,43293.08,48147.38,2616.91387
48181.13,48349.39,47460.89,47672.68,719.57948
47662.03,49399.99,47134.57,48220.0,756.67767
48214.74,49507.8,46933.6,49247.63,1283.57755
49252.59,51921.46,49057.36,51488.94,1382.53304
51502.83,55794.07,50408.96,55330.92,2133.377701
55332.46,55352.49,53392.38,53767.81,1434.18373
53788.03,56150.9,53627.77,53918.86,1285.581965
53953.98,55500.0,53684.22,54934.95,904.56349
