symbol,price
USDTTRY,9.03100000
USDTRUB,71.82000000
BTCEUR,48779.02000000
ETHEUR,3045.50000000
BNBEUR,400.70000000
XRPEUR,0.96830000
EURBUSD,1.15100000
EURUSDT,1.15000000
OGNBNB,0.00172700
OGNBTC,0.00001417
OGNUSDT,0.79660000
DREPBNB,0.00009380
DREPBTC,0.00001130
DREPUSDT,0.63480000
BULLUSDT,1370.28000000
BULLBUSD,1368.56000000
BEARUSDT,11.16000000
BEARBUSD,11.14000000
ETHBULLUSDT,79.18000000
ETHBULLBUSD,78.46000000
ETHBEARUSDT,12.20000000
ETHBEARBUSD,12.24000000
TCTBNB,0.00041860
TCTBTC,0.00000054
TCTUSDT,0.03025000
WRXBNB,0.00256500
WRXBTC,0.00002108
WRXUSDT,1.18400000
ICXBUSD,2.07000000
BTSUSDT,0.04419000
BTSBUSD,0.01930000
LSKUSDT,3.17500000
BNTUSDT,3.83200000
BNTBUSD,3.83200000
LTOBNB,0.00248000
LTOBTC,0.00000488
LTOUSDT,0.27440000
ATOMBUSD,33.65000000
DASHBUSD,180.50000000
NEOBUSD,44.57000000
WAVESBUSD,29.26000000
XTZBUSD,7.19000000
EOSBULLUSDT,3.85000000
EOSBULLBUSD,3.90000000
EOSBEARUSDT,30.21000000
EOSBEARBUSD,29.81000000
XRPBULLUSDT,8.74000000
XRPBULLBUSD,8.78000000
XRPBEARUSDT,548.55000000
XRPBEARBUSD,547.33000000
BATBUSD,0.70480000
ENJBUSD,1.55100000
NANOBUSD,5.13200000
ONTBUSD,0.93300000
RVNBUSD,0.10797000
STRATBUSD,0.49150000
STRATBNB,0.01900000
STRATUSDT,0.49040000
AIONBUSD,0.07210000
AIONUSDT,0.16450000
MBLBNB,0.00002275
MBLBTC,0.00000005
MBLUSDT,0.01051400
COTIBNB,0.00111480
COTIBTC,0.00000916
COTIUSDT,0.51450000
ALGOBUSD,1.73730000
BTTBUSD,0.00372700
TOMOBUSD,2.21500000
XMRBUSD,280.80000000
ZECBUSD,117.40000000
BNBBULLUSDT,57.21000000
BNBBULLBUSD,58.37000000
BNBBEARUSDT,58.61000000
BNBBEARBUSD,57.21000000
STPTBNB,0.00067000
STPTBTC,0.00000313
STPTUSDT,0.17534000
BTCZAR,857014.00000000
ETHZAR,27850.40000000
BNBZAR,5000.00000000
USDTZAR,14.02300000
BUSDZAR,13.88800000
BTCBKRW,42029197.00000000
ETHBKRW,1277799.00000000
BNBBKRW,44687.00000000
WTCUSDT,0.94100000
DATABUSD,0.15701000
DATAUSDT,0.15718000
XZCUSDT,4.44600000
SOLBNB,0.32320000
SOLBTC,0.00265430
SOLUSDT,149.01000000
SOLBUSD,149.02000000
BTCIDRT,693891182.00
BNBIDRT,6610957.00
USDTIDRT,14250.00
BUSDIDRT,14389.00
CTSIBTC,0.00001083
CTSIUSDT,0.60810000
CTSIBNB,0.00132100
CTSIBUSD,0.60840000
HIVEBNB,0.00429000
HIVEBTC,0.00001454
HIVEUSDT,0.81800000
CHRBNB,0.00072180
CHRBTC,0.00000592
CHRUSDT,0.33290000
BTCUPUSDT,112.10500000
BTCDOWNUSDT,0.01129000
GXSUSDT,0.59480000
ARDRUSDT,0.34210000
ERDBUSD,0.01966100
LENDUSDT,0.51431000
HBARBUSD,0.34990000
MATICBUSD,1.23900000
WRXBUSD,1.18400000
ZILBUSD,0.09262000
MDTBNB,0.00073720
MDTBTC,0.00000074
MDTUSDT,0.04121000
STMXBNB,0.00006894
STMXBTC,0.00000057
STMXETH,0.00000912
STMXUSDT,0.03196000
KNCBUSD,1.67800000
KNCUSDT,1.67700000
REPBUSD,13.67300000
REPUSDT,24.15000000
LRCBUSD,0.37410000
LRCUSDT,0.37410000
IQBNB,0.00004134
IQBUSD,0.01901000
PNTBTC,0.00001748
PNTUSDT,0.98050000
BTCGBP,41042.04000000
ETHGBP,2561.51000000
XRPGBP,0.81310000
BNBGBP,337.80000000
GBPBUSD,1.36900000
DGBBNB,0.00010380
DGBBTC,0.00000085
DGBBUSD,0.04780000
BTCUAH,1484519.00000000
USDTUAH,26.46000000
COMPBTC,0.00546000
COMPBNB,5.71900000
COMPBUSD,307.30000000
COMPUSDT,306.40000000
BTCBIDR,800140736.00
ETHBIDR,49965536.00
BNBBIDR,6577464.00
BUSDBIDR,14255.00
USDTBIDR,14258.00
BKRWUSDT,0.00084530
BKRWBUSD,0.00084550
SCUSDT,0.01844000
ZENUSDT,73.00000000
SXPBTC,0.00004168
SXPBNB,0.00507900
SXPBUSD,2.34200000
SNXBTC,0.00016640
SNXBNB,0.02026000
SNXBUSD,9.35700000
SNXUSDT,9.34500000
ETHUPUSDT,72.14600000
ETHDOWNUSDT,1.10300000
ADAUPUSDT,118.60500000
ADADOWNUSDT,0.00323700
LINKUPUSDT,1.38770000
LINKDOWNUSDT,0.02952000
VTHOBNB,0.00001981
VTHOBUSD,0.00071800
VTHOUSDT,0.00913800
DCRBUSD,16.03500000
DGBUSDT,0.04775000
GBPUSDT,1.37000000
STORJBUSD,0.36200000
SXPUSDT,2.34000000
IRISBNB,0.00166200
IRISBTC,0.00000188
IRISBUSD,0.06080000
MKRBNB,6.90300000
MKRBTC,0.04398000
MKRUSDT,2469.00000000
MKRBUSD,2468.00000000
DAIBNB,0.04876000
DAIBTC,0.00008966
DAIUSDT,1.01890000
DAIBUSD,1.01810000
RUNEBNB,0.01602000
RUNEBTC,0.00013190
RUNEBUSD,7.40500000
MANABUSD,0.75530000
DOGEBUSD,0.22890000
LENDBUSD,0.51530000
ZRXBUSD,1.01400000
DCRUSDT,124.70000000
STORJUSDT,1.31060000
XRPBKRW,319.76000000
ADABKRW,327.55000000
BTCAUD,76626.69000000
ETHAUD,4789.19000000
AUDBUSD,0.73270000
FIOBNB,0.00039340
FIOBTC,0.00000323
FIOBUSD,0.18140000
BNBUPUSDT,438.90000000
BNBDOWNUSDT,0.21050000
XTZUPUSDT,0.09025000
XTZDOWNUSDT,1.79000000
AVABNB,0.00616800
AVABTC,0.00005045
AVABUSD,2.83800000
USDTBKRW,1125.00000000
BUSDBKRW,1097.18000000
IOTABUSD,1.35090000
MANAUSDT,0.75430000
XRPAUD,1.52130000
BNBAUD,630.70000000
AUDUSDT,0.73260000
BALBNB,0.42580000
BALBTC,0.00036670
BALBUSD,20.62000000
YFIBNB,82.19000000
YFIBTC,0.62460000
YFIBUSD,35035.14000000
YFIUSDT,35046.78000000
BLZBUSD,0.07104000
KMDBUSD,0.46760000
BALUSDT,20.57000000
BLZUSDT,0.23080000
IRISUSDT,0.10547000
KMDUSDT,0.99190000
BTCDAI,56184.43000000
ETHDAI,3504.55000000
BNBDAI,461.40000000
USDTDAI,0.99990000
BUSDDAI,0.99990000
JSTBNB,0.00021850
JSTBTC,0.00000139
JSTBUSD,0.07812000
JSTUSDT,0.07805000
SRMBNB,0.01623000
SRMBTC,0.00013360
SRMBUSD,7.50100000
SRMUSDT,7.48800000
ANTBNB,0.00978000
ANTBTC,0.00008095
ANTBUSD,4.54200000
ANTUSDT,4.56000000
CRVBNB,0.00687000
CRVBTC,0.00004868
CRVBUSD,2.73300000
CRVUSDT,2.73300000
SANDBNB,0.00159700
SANDBTC,0.00001313
SANDUSDT,0.73610000
SANDBUSD,0.73630000
OCEANBNB,0.00163900
OCEANBTC,0.00001350
OCEANBUSD,0.75900000
OCEANUSDT,0.75730000
NMRBNB,0.09970000
NMRBTC,0.00081200
NMRBUSD,45.70000000
NMRUSDT,45.81000000
DOTBNB,0.07613000
DOTBTC,0.00062550
DOTBUSD,35.09000000
DOTUSDT,35.10000000
LUNABNB,0.08225000
LUNABTC,0.00067590
LUNABUSD,37.96000000
LUNAUSDT,37.95000000
IDEXBTC,0.00000555
IDEXBUSD,0.31220000
RSRBNB,0.00007270
RSRBTC,0.00000059
RSRBUSD,0.03354000
RSRUSDT,0.03346000
PAXGBNB,3.82600000
PAXGBTC,0.03154000
PAXGBUSD,1890.00000000
PAXGUSDT,1769.00000000
WNXMBNB,0.17350000
WNXMBTC,0.00093500
WNXMBUSD,22.16500000
WNXMUSDT,52.61000000
TRBBNB,0.51700000
TRBBTC,0.00080100
TRBBUSD,45.14000000
TRBUSDT,45.11000000
ETHNGN,805670.00000000
DOTBIDR,501542.00
LINKAUD,33.95000000
SXPAUD,3.19100000
BZRXBNB,0.00514000
BZRXBTC,0.00000491
BZRXBUSD,0.27580000
BZRXUSDT,0.27630000
WBTCBTC,1.00100000
WBTCETH,16.03000000
SUSHIBNB,0.02206000
SUSHIBTC,0.00018110
SUSHIBUSD,10.18400000
SUSHIUSDT,10.17100000
YFIIBNB,8.42000000
YFIIBTC,0.06900000
YFIIBUSD,3866.00000000
YFIIUSDT,3871.00000000
KSMBNB,0.70060000
KSMBTC,0.00576400
KSMBUSD,323.50000000
KSMUSDT,323.20000000
EGLDBNB,0.51970000
EGLDBTC,0.00427900
EGLDBUSD,240.46000000
EGLDUSDT,240.16000000
DIABNB,0.00381300
DIABTC,0.00003090
DIABUSD,1.73400000
DIAUSDT,1.73500000
RUNEUSDT,7.40600000
FIOUSDT,0.18190000
UMABTC,0.00017560
UMAUSDT,9.85200000
EOSUPUSDT,0.68500000
EOSDOWNUSDT,0.00039610
TRXUPUSDT,0.33474000
TRXDOWNUSDT,10.59900000
XRPUPUSDT,5.38860000
XRPDOWNUSDT,0.00130000
DOTUPUSDT,9.79000000
DOTDOWNUSDT,0.00022130
SRMBIDR,26748.00
ONEBIDR,119.92
LINKTRY,225.40000000
USDTNGN,558.00000000
BELBNB,0.00413000
BELBTC,0.00003399
